bins_lat,"(6.061, 6.219]","(6.219, 6.367]","(6.367, 6.516]","(6.516, 6.665]","(6.665, 6.813]","(6.813, 6.962]","(6.962, 7.11]","(7.11, 7.259]","(7.259, 7.408]","(7.408, 7.556]","(7.556, 7.705]","(7.705, 7.853]","(7.853, 8.002]","(8.002, 8.151]","(8.151, 8.299]","(8.299, 8.448]","(8.448, 8.596]","(8.596, 8.745]","(8.745, 8.894]","(8.894, 9.042]","(9.042, 9.191]","(9.191, 9.339]","(9.339, 9.488]","(9.488, 9.637]","(9.637, 9.785]","(9.785, 9.934]","(9.934, 10.082]","(10.082, 10.231]","(10.231, 10.38]","(10.38, 10.528]","(10.528, 10.677]","(10.677, 10.825]","(10.825, 10.974]","(10.974, 11.123]","(11.123, 11.271]","(11.271, 11.42]","(11.42, 11.568]","(11.568, 11.717]","(11.717, 11.866]","(11.866, 12.014]","(12.014, 12.163]","(12.163, 12.311]","(12.311, 12.46]","(12.46, 12.609]","(12.609, 12.757]","(12.757, 12.906]","(12.906, 13.054]","(13.054, 13.203]","(13.203, 13.352]","(13.352, 13.5]","(13.5, 13.649]","(13.649, 13.797]","(13.797, 13.946]","(13.946, 14.095]","(14.095, 14.243]","(14.243, 14.392]","(14.392, 14.54]","(14.54, 14.689]","(14.689, 14.838]","(14.838, 14.986]"
"(51.652, 51.735]",0.0,3443.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11166.0,0.0,1276.38,3000.48,0.0,2310.0,3271.68,12600.0,0.0,0.0,3006.12,0.0,0.0,0.0,0.0,0.0,1099.64,6941.0,0.0,12050.0,10984.2,6493.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11425.1,4218.0,0.0,19530.0,0.0,0.0
"(51.735, 51.817]",0.0,0.0,0.0,0.0,0.0,1073.28,0.0,0.0,0.0,0.0,2275.533,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,2772.0,2637.5,0.0,3809.56,0.0,0.0,5000.0,0.0,5000.0,2198.85,15475.0,11000.0,0.0,2000.0,0.0,2397.6,0.0,1200.0,0.0,9435.0,10860.0,11652.0,1710.0,0.0,1188.0,1760.0,0.0,0.0,0.0,0.0,0.0,7459.6,0.0,0.0,1558.9,3858.9,19300.0,18990.0,21335.0,18760.0,0.0,0.0
"(51.817, 51.9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.27,0.0,0.0,5100.0,2715.0,1020.0,0.0,0.0,2805.0,1796.0,1197.0,0.0,1920.0,3000.0,0.0,8366.4,2700.0,0.0,12910.0,0.0,1476.0,0.0,0.0,3026.0,0.0,0.0,0.0,0.0,0.0,1162.5,0.0,5670.0,0.0,0.0,0.0
"(51.9, 51.983]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876.7,1440.0,0.0,2160.0,0.0,0.0,1808.0,7896.0,0.0,5210.9400000000005,1800.0,8250.0,4700.0,13790.0,4256.0,3195.0,8745.6,4900.0,0.0,4319.0,0.0,1452.0,1209.6,3000.0,6300.0,0.0,0.0,3400.0,0.0,0.0,4100.0,0.0,23036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(51.983, 52.065]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,0.0,1012.5,0.0,0.0,0.0,4800.0,1012.5,0.0,1548.5,4974.139999999999,2154.0,0.0,0.0,1650.0,2130.0,1980.0,0.0,1320.0,0.0,12047.0,5500.0,0.0,3150.0,1651.2,0.0,2437.9,5280.0,1548.6,11060.0,3855.0,15435.0,0.0,0.0,4080.0,0.0,0.0,0.0,0.0,8820.0,2872.0,3138.0,0.0,0.0,4366.0,0.0,0.0,0.0,0.0,9540.0,0.0
"(52.065, 52.148]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3432.0,1852.74,0.0,0.0,0.0,3025.5,6023.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,1123.32,0.0,2380.0,0.0,0.0,0.0,13200.0,0.0,0.0,5572.0,0.0,7760.0,0.0,0.0,8750.0,3130.2,2640.0,0.0,8380.0,0.0,5388.0,0.0,2223.0,0.0,0.0,4020.0,0.0,0.0,0.0,0.0,0.0,1791.14,0.0
"(52.148, 52.231]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2508.8,0.0,0.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550.0,11362.0,0.0,0.0,10695.01,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,0.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405.0,0.0
"(52.231, 52.313]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,1228.0,0.0,0.0,0.0,1224.0,5159.0,3250.0,7700.0,0.0,0.0,0.0,0.0,9600.0,0.0,0.0,0.0,0.0,17100.0,0.0,0.0,1140.72,3400.0,0.0,0.0,1914.0,18546.0,19690.2,0.0,0.0,5290.0,0.0,0.0,7540.0,1386.0,0.0,0.0
"(52.313, 52.396]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.0,0.0,0.0,0.0,0.0,1313.2,0.0,0.0,0.0,0.0,0.0,2640.0,0.0,0.0,0.0,11715.4,0.0,2315.04,1335.8,0.0,0.0,2152.15,0.0,0.0,0.0,0.0,5094.4,8160.0,5400.0,0.0,0.0,0.0,0.0,0.0,11200.0,0.0,12771.3,5985.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0
"(52.396, 52.479]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,2410.76,0.0,1100.0,8300.0,1485.0,5613.23,4800.0,1132.2,0.0,0.0,0.0,0.0,7260.0,0.0,0.0,1776.0,5280.0,0.0,0.0,9690.0,5948.28,0.0,0.0,0.0,0.0,0.0,2340.0,8325.0,0.0,0.0,0.0
"(52.479, 52.561]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,1980.0,0.0,1980.0,0.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,1600.0,6800.0,1320.0,0.0,1260.0,0.0,0.0,4480.0,0.0,23039.5,6160.0,0.0,0.0,31740.0,0.0,3435.581,0.0,10008.0,0.0,4600.0,0.0,9800.0,3920.0,0.0,3030.0,0.0,0.0,0.0,0.0,0.0
"(52.561, 52.644]",0.0,0.0,0.0,0.0,0.0,0.0,20460.0,0.0,3003.68,0.0,0.0,1135.0,0.0,0.0,0.0,0.0,0.0,5800.0,0.0,0.0,3200.0,3469.05,1980.0,0.0,0.0,0.0,1288.0,0.0,2649.6,0.0,1686.36,0.0,1860.48,0.0,0.0,0.0,0.0,0.0,0.0,4255.0,0.0,0.0,5691.4,0.0,0.0,0.0,5500.0,19575.0,0.0,1883.0,0.0,4072.1,0.0,1900.0,17760.0,0.0,4643.1,0.0,0.0,0.0
"(52.644, 52.727]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,3440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7699.34,0.0,0.0,0.0,6032.04,0.0,0.0,0.0,8085.0,0.0,0.0,2310.0,0.0,0.0,50302.0,0.0,9995.81,122000.0,10400.0,0.0,0.0,0.0
"(52.727, 52.809]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.284,15320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3932.0,2090.0,0.0,0.0,1345.15,3029.5,0.0,8345.0,2800.0,4756.5,0.0,0.0,10780.0,0.0,0.0,0.0,0.0,0.0,7700.0,0.0,4770.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(52.809, 52.892]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.52,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,1380.0,0.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,3249.2,10000.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,5760.0,0.0,0.0,4266.0,23140.0,4423.5,0.0,0.0,1380.0,0.0,0.0,0.0,0.0
"(52.892, 52.975]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.64,0.0,0.0,4455.0,0.0,0.0,4509.0,1620.0,3320.0,0.0,0.0,1532.1,0.0,5056.128,0.0,0.0,0.0,0.0,6496.0,0.0,0.0,2760.0,0.0,0.0,0.0,5016.0,4080.0,1686.0,0.0,0.0,0.0,6496.45,0.0,1223.04,0.0,6990.0,0.0,0.0,0.0,0.0,0.0,0.0
"(52.975, 53.057]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.8,1277.0,0.0,12000.0,1890.0,3150.0,0.0,0.0,5478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6651.0,0.0,0.0,0.0,0.0,0.0,0.0,3332.7,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(53.057, 53.14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1850.31,0.0,0.0,0.0,0.0,0.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,5850.0,0.0,0.0,0.0,4725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(53.14, 53.223]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.9,16376.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10460.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.68,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,2700.0,0.0,0.0,0.0,0.0
"(53.223, 53.305]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,0.0,0.0,0.0,0.0,2093.0,0.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258.8,4380.0,0.0,7700.0,18392.0,1186.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(53.305, 53.388]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,21145.0,1472.0,0.0,0.0,0.0,14550.604,0.0,5610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,1260.0,1700.0,0.0,0.0,9200.0,8000.0,8085.0,6420.0,0.0,24042.0,0.0,0.0,16985.8,0.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,7200.0,0.0,0.0,0.0,0.0
"(53.388, 53.471]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4401.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,2700.0,3285.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,0.0,12020.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,15125.0,0.0,8236.8,0.0,0.0,13035.0,1000.0,0.0,0.0,0.0,0.0,0.0
"(53.471, 53.553]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.92,7500.0,1762.2,0.0,0.0,0.0,0.0,0.0,5600.0,3250.0,0.0,0.0,0.0,0.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,0.0,0.0,6000.0,15650.0,0.0,0.0,7680.0,8140.0,0.0,75094.0,0.0,0.0,0.0,0.0,0.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,16245.0,0.0,0.0,0.0,0.0
"(53.553, 53.636]",0.0,0.0,0.0,0.0,1386.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12573.44,0.0,0.0,0.0,7040.0,0.0,0.0,9300.0,0.0,9680.0,0.0,5000.0,0.0,0.0,0.0,9972.0,0.0,0.0,5620.0,0.0,0.0,6430.0,0.0,0.0,0.0,0.0,4019.8,0.0,0.0,0.0
"(53.636, 53.719]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,0.0,0.0,6625.0,0.0,2064.0,0.0,0.0,0.0,2160.0,0.0,2365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269.6,0.0,0.0,0.0,0.0,6964.0,0.0,3694.16,9450.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,8400.0,0.0,0.0,0.0,0.0,9208.0,0.0,1020.0,0.0,2172.0,10000.0,0.0,0.0,0.0,0.0,0.0
"(53.719, 53.802]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8170.0,0.0,0.0,0.0,0.0,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,42127.77,4025.0,0.0,2800.0,0.0,0.0,9420.0,2520.0,6693.3,0.0,2240.0,0.0,3681.6,0.0,0.0,0.0,0.0,0.0
"(53.802, 53.884]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7676.8,0.0,2835.9,0.0,0.0,9900.0,0.0,0.0,9163.0,1240.0,0.0,0.0,0.0,0.0,7582.0,15233.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(53.884, 53.967]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1313.2,0.0,0.0,7576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,1523.0,0.0,7380.0,7200.0,0.0,10725.0,0.0,9000.0,6800.0,4584.0,0.0,7860.0,0.0,0.0,6900.0,0.0,4975.0,0.0,0.0,4750.27,0.0,0.0,0.0,0.0,0.0
"(53.967, 54.05]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2910.0,0.0,0.0,0.0,0.0,0.0,5000.0,2970.0,27850.0,6072.0,8300.0,3880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.8,0.0,0.0,0.0,3040.0,0.0,0.0,0.0,7480.0,0.0,1720.0,15330.0,10895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.05, 54.132]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.4,1382.4,4326.53,0.0,2640.0,0.0,0.0,1692.0,0.0,0.0,0.0,0.0,0.0,1097.8,7155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.132, 54.215]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,8140.0,0.0,0.0,16764.0,0.0,0.0,3890.0,0.0,1174.0,9999.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,0.0,0.0,0.0,8761.28,8555.0,0.0,7200.0,0.0,6331.5,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.215, 54.298]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10560.0,0.0,3570.0,0.0,0.0,0.0,0.0,3300.0,5720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7920.0,5651.6,20250.0,3350.0,0.0,0.0,0.0,8920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.298, 54.38]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,0.0,0.0,1440.0,0.0,2944.08,7380.0,6480.0,0.0,0.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9880.0,10492.0,0.0,14040.0,0.0,2150.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.38, 54.463]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,15520.0,3000.0,0.0,4752.0,8316.0,0.0,0.0,0.0,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5582.88,0.0,0.0,3907.0,9759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.463, 54.546]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.546, 54.628]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,5780.0,8514.0,8615.6,0.0,0.0,0.0,0.0,0.0,2580.0,2502.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.628, 54.711]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620.0,1000.0,0.0,25000.0,5650.0,8448.0,0.0,3045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.711, 54.794]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812.0,0.0,8160.0,20000.0,6960.0,7590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(54.794, 54.876]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8580.0,0.0,7469.25,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3762.0,0.0,0.0,0.0,7680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.8,0.0,0.0,0.0
"(54.876, 54.959]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5390.865,5628.7,2595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
